,previous_qualification,previous_qualification_grade_,mother_s_qualification,father_s_qualification,mother_s_occupation,father_s_occupation,admission_grade,educational_special_needs,gender,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
905,1,121.0,19,19,9,9,126.3,0,0,20,0,12.7,3.7,-1.7,Dropout
906,1,114.0,1,1,5,5,114.5,0,0,19,0,12.4,0.5,1.79,Graduate
907,1,127.0,1,1,7,7,116.5,0,0,20,0,16.2,0.3,-0.92,Dropout
908,1,145.0,19,38,7,6,128.6,0,0,19,0,12.7,3.7,-1.7,Graduate
909,1,130.0,19,1,5,5,130.0,0,0,20,0,9.4,-0.8,-3.12,Enrolled
910,1,150.0,38,19,7,10,134.6,0,0,20,0,15.5,2.8,-4.06,Dropout
911,1,145.0,37,37,9,5,146.8,0,0,18,0,7.6,2.6,0.32,Graduate
912,1,128.0,19,1,5,4,135.7,0,0,20,0,10.8,1.4,1.74,Graduate
913,1,140.0,37,37,9,9,120.0,0,0,38,0,12.7,3.7,-1.7,Dropout
914,1,130.0,37,37,9,7,138.0,0,0,42,0,8.9,1.4,3.51,Graduate
915,1,140.0,37,37,9,6,135.5,0,0,32,0,13.9,-0.3,0.79,Dropout
916,1,120.0,19,19,4,5,120.0,0,0,22,1,12.4,0.5,1.79,Graduate
917,1,147.0,34,34,90,90,111.7,0,0,28,0,7.6,2.6,0.32,Dropout
918,9,133.1,37,37,8,10,100.0,0,0,37,0,9.4,-0.8,-3.12,Dropout
919,39,160.0,37,38,9,4,160.0,0,0,43,0,15.5,2.8,-4.06,Graduate
920,1,133.1,37,1,9,7,114.8,0,0,41,0,13.9,-0.3,0.79,Graduate
921,19,140.0,37,37,9,3,131.0,0,0,29,0,10.8,1.4,1.74,Graduate
922,1,133.1,37,37,9,9,97.0,0,0,35,0,10.8,1.4,1.74,Graduate
923,1,131.0,1,3,4,2,131.7,0,0,18,0,9.4,-0.8,-3.12,Dropout
924,19,133.1,37,37,9,6,120.0,0,0,39,0,16.2,0.3,-0.92,Dropout
925,1,120.0,37,37,9,9,110.0,0,0,37,0,12.7,3.7,-1.7,Enrolled
926,1,130.0,37,37,9,7,133.0,0,0,26,0,7.6,2.6,0.32,Graduate
927,3,140.0,19,20,4,90,140.0,0,0,32,0,10.8,1.4,1.74,Dropout
928,1,133.1,37,37,6,8,100.0,0,0,37,0,13.9,-0.3,0.79,Enrolled
929,1,140.0,37,19,191,163,129.3,0,0,28,0,8.9,1.4,3.51,Enrolled
930,1,133.1,19,37,0,0,137.0,0,0,19,0,7.6,2.6,0.32,Dropout
931,1,125.0,37,38,7,7,122.2,0,0,18,0,7.6,2.6,0.32,Enrolled
932,1,115.0,19,38,9,9,108.0,0,0,19,0,12.4,0.5,1.79,Graduate
933,3,110.0,37,37,7,7,110.0,0,0,32,0,13.9,-0.3,0.79,Graduate
934,1,140.0,37,37,9,9,127.7,0,0,31,0,7.6,2.6,0.32,Dropout
935,1,100.0,3,1,2,5,121.3,0,0,34,0,10.8,1.4,1.74,Enrolled
936,1,145.0,1,1,3,3,140.1,0,0,20,0,8.9,1.4,3.51,Graduate
937,19,133.1,38,38,9,9,114.8,0,0,28,0,13.9,-0.3,0.79,Dropout
938,39,150.0,37,37,6,6,150.0,0,0,31,0,9.4,-0.8,-3.12,Enrolled
939,1,145.0,19,38,4,10,131.7,0,0,18,0,7.6,2.6,0.32,Enrolled
940,19,133.1,37,37,90,7,110.0,0,0,31,0,9.4,-0.8,-3.12,Dropout
941,1,110.0,19,19,5,5,105.5,0,0,19,0,12.4,0.5,1.79,Graduate
942,1,128.0,37,19,9,4,127.3,0,0,19,0,16.2,0.3,-0.92,Graduate
943,19,133.1,37,37,9,9,130.0,0,0,31,0,9.4,-0.8,-3.12,Enrolled
944,3,130.0,1,19,9,10,130.0,0,0,34,0,15.5,2.8,-4.06,Dropout
945,1,137.0,37,37,9,7,122.7,0,0,18,0,12.4,0.5,1.79,Graduate
946,1,123.0,37,37,7,7,113.9,0,0,18,0,11.1,0.6,2.02,Graduate
947,1,156.0,3,19,3,3,151.1,0,1,19,0,16.2,0.3,-0.92,Graduate
948,1,133.1,3,5,0,2,125.8,0,1,22,0,7.6,2.6,0.32,Dropout
949,1,100.0,34,34,0,0,128.2,0,1,32,0,7.6,2.6,0.32,Graduate
950,1,140.0,37,3,9,2,135.1,0,1,61,0,15.5,2.8,-4.06,Dropout
951,1,130.0,37,37,9,9,120.2,0,1,30,0,7.6,2.6,0.32,Graduate
952,1,133.1,37,37,9,9,132.8,0,1,45,0,12.4,0.5,1.79,Dropout
953,39,140.0,1,19,4,8,140.0,0,1,20,0,12.4,0.5,1.79,Graduate
954,1,137.0,19,1,1,10,129.3,0,0,19,0,9.4,-0.8,-3.12,Dropout
955,1,120.0,3,1,2,9,108.2,0,1,26,0,7.6,2.6,0.32,Dropout
956,1,125.0,1,1,4,90,125.4,0,1,19,0,7.6,2.6,0.32,Dropout
957,1,130.0,19,37,9,9,140.2,0,1,19,0,16.2,0.3,-0.92,Graduate
958,1,115.0,38,1,9,4,116.1,0,1,19,0,12.4,0.5,1.79,Graduate
959,1,150.0,1,19,5,5,137.8,0,1,19,0,16.2,0.3,-0.92,Graduate
960,1,134.0,14,11,0,0,128.4,0,1,19,0,7.6,2.6,0.32,Dropout
961,1,120.0,34,34,0,0,106.0,0,1,28,0,7.6,2.6,0.32,Dropout
962,1,141.0,37,37,9,9,130.2,0,1,24,0,9.4,-0.8,-3.12,Graduate
963,1,133.0,3,1,2,4,126.0,0,1,18,0,7.6,2.6,0.32,Graduate
964,1,149.0,38,38,5,5,141.0,0,1,18,0,7.6,2.6,0.32,Enrolled
965,1,121.0,1,3,3,7,113.0,0,1,18,0,12.4,0.5,1.79,Graduate
966,39,120.0,4,1,2,8,120.0,0,1,21,0,8.9,1.4,3.51,Graduate
967,1,148.0,19,37,9,5,130.9,0,1,28,0,12.4,0.5,1.79,Dropout
968,12,133.1,37,19,9,10,120.0,0,1,58,0,13.9,-0.3,0.79,Dropout
969,1,135.0,34,34,0,0,134.1,0,1,49,0,7.6,2.6,0.32,Dropout
970,1,150.0,1,38,3,5,120.0,0,1,24,0,15.5,2.8,-4.06,Enrolled
971,1,130.0,34,34,0,0,114.8,0,1,25,0,7.6,2.6,0.32,Graduate
972,1,133.1,37,38,7,3,123.0,0,1,33,0,7.6,2.6,0.32,Dropout
973,19,133.1,37,37,7,7,118.0,0,1,33,0,9.4,-0.8,-3.12,Dropout
974,1,110.0,37,37,7,7,100.0,0,1,40,0,13.9,-0.3,0.79,Graduate
975,1,170.0,37,19,9,3,151.1,0,1,48,0,16.2,0.3,-0.92,Graduate
976,1,120.0,1,19,9,3,116.9,0,1,18,0,8.9,1.4,3.51,Enrolled
977,19,133.1,38,38,9,8,106.0,0,1,24,0,7.6,2.6,0.32,Graduate
978,1,139.0,19,19,192,144,127.1,0,1,23,0,10.8,1.4,1.74,Graduate
979,19,133.1,19,37,7,5,155.5,0,1,39,0,10.8,1.4,1.74,Dropout
980,1,133.1,1,38,9,6,101.0,0,1,21,0,15.5,2.8,-4.06,Graduate
981,6,120.0,35,35,6,6,128.2,0,1,34,0,7.6,2.6,0.32,Dropout
982,1,100.0,19,19,4,4,113.0,0,1,41,0,8.9,1.4,3.51,Enrolled
983,1,134.0,1,38,4,5,122.8,0,1,18,0,12.7,3.7,-1.7,Graduate
984,1,130.0,38,38,9,3,145.6,0,1,34,0,13.9,-0.3,0.79,Enrolled
985,1,128.0,1,1,2,10,116.5,0,1,19,0,7.6,2.6,0.32,Dropout
986,1,154.0,19,19,3,3,142.0,0,1,19,0,12.7,3.7,-1.7,Graduate
987,4,150.0,1,1,4,6,150.0,0,1,28,0,16.2,0.3,-0.92,Graduate
988,1,134.0,1,1,5,0,133.3,0,1,18,0,7.6,2.6,0.32,Dropout
989,1,127.0,2,2,3,4,115.8,0,1,19,0,11.1,0.6,2.02,Dropout
990,1,133.1,19,38,9,1,100.0,0,1,19,0,12.4,0.5,1.79,Dropout
991,1,130.0,1,3,9,2,128.6,0,0,18,0,16.2,0.3,-0.92,Graduate
992,1,135.0,3,3,2,2,137.1,0,0,18,0,12.4,0.5,1.79,Graduate
993,1,143.0,1,3,3,3,149.0,0,0,18,0,11.1,0.6,2.02,Dropout
994,39,150.0,3,19,4,9,147.0,0,0,19,0,12.4,0.5,1.79,Graduate
995,3,150.0,37,37,191,192,150.0,0,0,31,0,12.7,3.7,-1.7,Graduate
996,1,130.0,37,37,9,8,103.5,0,0,33,0,12.7,3.7,-1.7,Graduate
997,1,113.0,3,1,134,135,107.8,0,0,20,0,12.4,0.5,1.79,Enrolled
998,39,130.0,19,1,6,4,130.0,0,0,22,1,12.4,0.5,1.79,Enrolled
999,1,115.0,1,19,3,3,109.4,0,0,19,0,11.1,0.6,2.02,Graduate
1000,1,146.0,34,34,0,0,143.6,0,0,18,0,7.6,2.6,0.32,Dropout
1001,1,132.0,38,1,5,5,124.3,1,0,18,0,15.5,2.8,-4.06,Dropout
1002,1,116.0,19,38,9,9,119.5,0,0,18,0,8.9,1.4,3.51,Dropout
1003,1,163.0,3,4,2,5,175.6,0,0,18,0,11.1,0.6,2.02,Graduate
1004,1,122.0,19,19,7,7,116.1,0,0,19,0,12.4,0.5,1.79,Graduate
1005,1,136.0,1,3,3,4,126.6,0,0,18,0,11.1,0.6,2.02,Dropout
1006,1,142.0,3,19,5,5,130.8,0,0,18,0,12.7,3.7,-1.7,Graduate
1007,1,139.0,37,37,9,6,133.5,0,0,18,0,12.7,3.7,-1.7,Graduate
1008,42,140.0,37,37,9,10,136.9,0,0,21,0,8.9,1.4,3.51,Graduate
1009,1,165.0,19,37,5,5,142.3,0,0,18,0,12.7,3.7,-1.7,Graduate
1010,1,122.0,1,38,3,3,114.3,0,0,18,0,11.1,0.6,2.02,Graduate
1011,1,135.0,19,19,9,10,122.9,0,0,18,0,15.5,2.8,-4.06,Graduate
1012,1,128.0,19,1,4,3,117.2,0,0,20,0,16.2,0.3,-0.92,Graduate
1013,1,139.0,1,38,4,5,152.0,0,0,18,0,12.7,3.7,-1.7,Graduate
1014,1,125.0,19,1,4,5,122.2,0,0,18,0,11.1,0.6,2.02,Dropout
1015,1,102.0,37,38,191,143,101.7,0,0,20,0,8.9,1.4,3.51,Graduate
1016,1,116.0,19,19,9,8,119.9,0,0,20,0,12.4,0.5,1.79,Graduate
1017,1,138.0,37,1,9,9,123.7,0,0,19,0,11.1,0.6,2.02,Dropout
1018,1,135.0,3,1,3,5,121.8,0,0,19,0,11.1,0.6,2.02,Graduate
1019,1,110.0,19,37,9,99,106.1,1,0,18,0,12.7,3.7,-1.7,Dropout
1020,1,132.0,1,1,4,9,124.3,0,0,19,0,15.5,2.8,-4.06,Graduate
1021,1,126.0,1,38,4,7,124.3,0,0,20,0,9.4,-0.8,-3.12,Graduate
1022,39,117.4,19,1,4,9,117.4,0,0,21,0,11.1,0.6,2.02,Graduate
1023,1,120.0,41,3,2,2,112.7,0,0,21,0,10.8,1.4,1.74,Graduate
1024,1,116.0,38,38,9,9,123.7,0,0,20,0,11.1,0.6,2.02,Graduate
1025,1,111.0,38,38,191,171,105.8,0,0,19,0,8.9,1.4,3.51,Graduate
1026,1,128.0,1,19,4,90,124.2,0,0,21,0,7.6,2.6,0.32,Dropout
1027,1,123.0,30,19,4,90,122.3,0,0,18,0,7.6,2.6,0.32,Graduate
1028,1,131.0,19,37,9,9,123.7,0,0,19,0,8.9,1.4,3.51,Graduate
1029,1,135.0,19,19,9,4,129.8,0,0,18,0,13.9,-0.3,0.79,Graduate
1030,1,136.0,1,1,9,9,123.8,0,0,19,0,12.7,3.7,-1.7,Graduate
1031,1,132.0,1,19,4,3,126.4,0,0,18,0,13.9,-0.3,0.79,Graduate
1032,1,120.0,19,37,5,7,115.1,0,0,18,0,15.5,2.8,-4.06,Enrolled
1033,1,144.0,37,37,8,8,138.4,0,0,18,0,13.9,-0.3,0.79,Graduate
1034,1,129.0,1,37,9,9,118.2,0,0,18,0,10.8,1.4,1.74,Graduate
1035,1,136.0,38,19,7,7,121.7,0,0,18,0,12.4,0.5,1.79,Dropout
1036,1,125.0,1,38,9,7,118.0,0,0,18,0,11.1,0.6,2.02,Enrolled
1037,1,125.0,1,38,9,7,119.8,0,0,18,0,11.1,0.6,2.02,Dropout
1038,1,154.0,1,3,4,2,164.9,0,0,18,0,10.8,1.4,1.74,Graduate
1039,1,100.0,1,38,4,9,100.0,0,0,20,0,13.9,-0.3,0.79,Graduate
1040,1,124.0,3,1,2,5,121.6,0,0,18,0,15.5,2.8,-4.06,Enrolled
1041,1,126.0,1,19,4,5,120.4,0,0,18,0,16.2,0.3,-0.92,Graduate
1042,1,124.0,37,37,9,7,117.8,0,0,20,0,10.8,1.4,1.74,Graduate
1043,1,150.0,37,37,9,6,110.0,0,0,40,0,9.4,-0.8,-3.12,Graduate
1044,1,133.0,38,38,9,9,128.8,0,0,18,0,15.5,2.8,-4.06,Graduate
1045,1,126.0,19,19,4,7,116.6,0,0,19,0,13.9,-0.3,0.79,Graduate
1046,40,120.0,1,19,4,9,120.0,0,0,24,0,12.4,0.5,1.79,Dropout
1047,1,175.0,3,38,2,10,157.5,0,0,19,0,10.8,1.4,1.74,Dropout
1048,1,141.0,2,1,4,4,136.3,0,0,19,0,10.8,1.4,1.74,Graduate
1049,1,133.0,1,19,9,6,121.5,0,0,20,0,11.1,0.6,2.02,Graduate
1050,1,143.0,38,38,5,5,133.9,0,0,18,0,12.4,0.5,1.79,Graduate
1051,1,141.0,1,38,4,8,136.8,0,0,18,0,13.9,-0.3,0.79,Graduate
1052,1,134.0,19,37,4,7,133.5,0,0,19,0,13.9,-0.3,0.79,Graduate
1053,1,138.0,3,3,4,5,130.0,0,0,18,0,13.9,-0.3,0.79,Dropout
1054,39,140.0,3,3,2,2,140.0,0,0,19,0,12.4,0.5,1.79,Graduate
1055,1,142.0,37,37,9,7,132.7,0,0,19,0,13.9,-0.3,0.79,Graduate
1056,1,118.0,19,19,5,7,117.8,0,0,19,0,12.4,0.5,1.79,Graduate
1057,1,131.0,1,37,4,4,126.1,0,0,19,0,11.1,0.6,2.02,Dropout
1058,1,130.0,1,38,1,7,120.0,0,0,19,0,7.6,2.6,0.32,Graduate
1059,12,133.1,1,19,1,5,100.0,0,0,25,0,9.4,-0.8,-3.12,Dropout
1060,1,130.0,19,19,4,10,116.8,0,0,20,0,12.7,3.7,-1.7,Graduate
1061,42,130.0,1,19,5,5,128.3,0,0,23,0,8.9,1.4,3.51,Dropout
1062,1,133.1,19,19,7,7,117.0,0,0,20,0,15.5,2.8,-4.06,Dropout
1063,1,130.0,37,11,9,10,131.5,0,0,27,0,11.1,0.6,2.02,Graduate
1064,1,149.0,19,1,4,4,134.8,0,0,18,0,9.4,-0.8,-3.12,Graduate
1065,1,163.0,19,1,5,10,146.6,0,0,18,0,9.4,-0.8,-3.12,Enrolled
1066,40,130.0,19,1,5,10,130.0,0,0,23,0,13.9,-0.3,0.79,Dropout
1067,1,145.0,38,37,5,6,127.5,0,0,19,0,7.6,2.6,0.32,Graduate
1068,1,130.0,37,38,3,3,123.0,0,0,18,0,15.5,2.8,-4.06,Graduate
1069,1,128.0,1,19,9,8,100.0,0,0,20,0,13.9,-0.3,0.79,Graduate
1070,1,111.0,19,19,9,9,114.2,0,0,18,0,12.4,0.5,1.79,Graduate
1071,1,140.0,1,1,4,4,123.5,0,0,19,0,9.4,-0.8,-3.12,Graduate
1072,39,140.0,19,19,8,8,144.3,0,0,19,0,12.4,0.5,1.79,Graduate
1073,1,145.0,38,37,5,5,142.2,0,0,19,0,9.4,-0.8,-3.12,Enrolled
1074,1,151.0,3,3,1,90,161.9,0,0,18,0,7.6,2.6,0.32,Graduate
1075,1,132.0,37,37,9,5,135.9,0,0,18,0,9.4,-0.8,-3.12,Graduate
1076,1,116.0,19,19,4,7,110.1,0,0,18,0,11.1,0.6,2.02,Graduate
1077,1,120.0,19,38,9,9,122.5,0,0,28,0,15.5,2.8,-4.06,Dropout
1078,1,158.0,37,37,5,9,138.1,0,0,19,0,7.6,2.6,0.32,Dropout
1079,1,116.0,3,1,2,3,117.3,0,0,20,0,13.9,-0.3,0.79,Dropout
1080,1,112.0,1,37,4,9,106.8,0,0,19,0,12.4,0.5,1.79,Graduate
1081,1,126.0,1,19,4,0,120.1,1,0,20,0,11.1,0.6,2.02,Graduate
1082,1,120.0,19,19,9,9,116.5,0,0,19,0,12.4,0.5,1.79,Graduate
1083,1,117.0,5,1,2,10,120.0,0,0,21,0,8.9,1.4,3.51,Enrolled
1084,1,153.0,1,19,9,4,139.7,0,0,19,0,11.1,0.6,2.02,Graduate
1085,1,124.0,19,1,9,3,123.7,0,0,18,0,13.9,-0.3,0.79,Graduate
1086,1,127.0,3,1,2,1,116.5,0,0,19,0,15.5,2.8,-4.06,Dropout
1087,1,126.0,12,38,9,5,122.2,0,0,19,0,8.9,1.4,3.51,Graduate
1088,1,133.1,38,19,132,103,146.0,0,0,20,0,16.2,0.3,-0.92,Graduate
1089,1,114.0,1,1,4,0,108.8,0,0,18,0,13.9,-0.3,0.79,Enrolled
1090,1,133.0,19,19,5,7,133.0,0,0,18,0,15.5,2.8,-4.06,Enrolled
1091,1,130.0,1,1,4,5,123.8,0,0,18,0,7.6,2.6,0.32,Graduate
1092,1,127.0,19,19,5,8,120.0,0,0,18,0,8.9,1.4,3.51,Dropout
1093,1,143.0,37,38,0,7,126.9,0,0,18,0,7.6,2.6,0.32,Graduate
1094,1,130.0,19,19,4,4,121.3,0,0,20,0,15.5,2.8,-4.06,Dropout
1095,1,136.0,19,1,9,9,129.0,0,0,19,0,12.4,0.5,1.79,Graduate
1096,1,125.0,37,37,9,9,114.9,0,0,21,0,15.5,2.8,-4.06,Dropout
1097,3,110.0,12,3,5,8,106.5,0,0,20,0,10.8,1.4,1.74,Dropout
1098,1,130.0,37,38,9,9,133.9,0,0,18,0,9.4,-0.8,-3.12,Graduate
1099,1,135.0,1,4,5,3,124.9,0,0,20,0,10.8,1.4,1.74,Graduate
1100,1,133.0,19,37,1,9,128.5,0,0,19,0,9.4,-0.8,-3.12,Graduate
1101,6,122.0,19,19,9,9,126.2,0,0,22,0,9.4,-0.8,-3.12,Dropout
1102,1,122.0,19,19,9,9,121.7,0,0,22,0,9.4,-0.8,-3.12,Dropout
1103,1,121.0,38,38,7,5,120.0,0,0,18,0,10.8,1.4,1.74,Enrolled
1104,1,123.0,3,19,9,9,113.2,0,0,21,0,7.6,2.6,0.32,Enrolled
1105,1,128.0,19,19,0,5,120.3,0,0,19,0,7.6,2.6,0.32,Graduate
1106,1,139.0,37,38,9,9,127.8,0,0,19,0,10.8,1.4,1.74,Dropout
1107,1,124.0,34,34,0,0,123.3,0,0,20,0,9.4,-0.8,-3.12,Dropout
1108,1,135.0,38,19,8,8,126.3,0,0,18,0,15.5,2.8,-4.06,Graduate
1109,42,110.0,19,37,5,9,128.2,0,0,22,0,8.9,1.4,3.51,Dropout
1110,1,138.0,19,36,90,7,134.9,0,0,20,0,7.6,2.6,0.32,Graduate
1111,39,140.0,38,38,6,6,140.0,0,0,19,0,12.4,0.5,1.79,Graduate
1112,1,126.0,1,19,6,7,115.5,0,0,19,0,12.4,0.5,1.79,Graduate
1113,1,113.0,38,19,9,7,106.7,0,0,20,0,11.1,0.6,2.02,Enrolled
1114,1,120.0,38,38,3,3,140.0,0,0,25,0,15.5,2.8,-4.06,Enrolled
1115,1,145.0,19,19,9,7,136.6,0,0,19,0,15.5,2.8,-4.06,Graduate
1116,1,124.0,38,37,9,7,119.3,0,0,19,0,9.4,-0.8,-3.12,Graduate
1117,1,160.0,3,38,1,9,152.0,0,0,19,0,10.8,1.4,1.74,Dropout
1118,1,138.0,38,19,9,5,144.3,0,0,20,0,13.9,-0.3,0.79,Graduate
1119,1,130.0,37,37,9,9,159.0,0,0,25,0,12.4,0.5,1.79,Enrolled
1120,1,127.0,19,38,5,9,129.5,0,0,20,0,7.6,2.6,0.32,Graduate
1121,1,170.0,38,19,9,9,140.0,0,0,24,0,9.4,-0.8,-3.12,Enrolled
1122,1,111.0,1,1,5,5,105.4,0,0,20,0,7.6,2.6,0.32,Graduate
1123,1,100.0,1,19,4,8,136.0,0,0,21,0,15.5,2.8,-4.06,Graduate
1124,39,160.0,37,38,9,9,160.0,0,0,19,0,15.5,2.8,-4.06,Graduate
1125,1,152.0,38,37,9,9,139.1,0,0,19,0,16.2,0.3,-0.92,Graduate
1126,1,144.0,37,38,9,9,126.9,0,0,21,0,9.4,-0.8,-3.12,Graduate
1127,3,133.8,3,37,2,10,184.0,0,0,28,0,15.5,2.8,-4.06,Graduate
1128,1,125.0,37,38,9,9,125.0,0,0,19,0,10.8,1.4,1.74,Graduate
1129,1,150.0,37,37,9,6,138.5,0,0,18,0,12.4,0.5,1.79,Graduate
1130,1,143.0,37,38,5,8,133.5,0,0,18,0,12.7,3.7,-1.7,Graduate
1131,1,145.0,19,37,7,7,141.5,0,0,18,0,9.4,-0.8,-3.12,Graduate
1132,1,120.0,1,2,9,3,130.0,0,0,22,0,12.7,3.7,-1.7,Graduate
1133,1,138.0,37,37,194,171,131.0,0,0,19,0,12.4,0.5,1.79,Enrolled
1134,1,145.0,19,1,9,5,145.0,0,0,18,0,13.9,-0.3,0.79,Graduate
1135,1,122.0,37,37,5,6,114.3,0,0,20,0,15.5,2.8,-4.06,Dropout
1136,39,110.0,37,37,5,6,108.3,0,0,26,0,12.4,0.5,1.79,Dropout
1137,1,136.0,37,38,9,9,125.2,0,0,18,0,10.8,1.4,1.74,Graduate
1138,1,145.0,1,38,4,9,131.7,0,0,21,0,10.8,1.4,1.74,Dropout
1139,1,141.0,38,37,3,3,126.3,0,0,18,0,10.8,1.4,1.74,Graduate
1140,1,149.0,19,19,4,6,147.6,0,0,20,0,15.5,2.8,-4.06,Graduate
1141,1,130.0,38,19,5,6,125.1,0,0,18,0,15.5,2.8,-4.06,Graduate
1142,1,121.0,19,38,7,9,123.8,0,0,19,0,12.7,3.7,-1.7,Enrolled
1143,1,128.0,1,1,2,2,130.8,0,0,20,0,7.6,2.6,0.32,Dropout
1144,1,152.0,19,19,9,5,154.1,0,0,18,0,12.7,3.7,-1.7,Graduate
1145,1,132.0,37,37,9,9,122.6,0,0,20,0,10.8,1.4,1.74,Enrolled
1146,1,107.0,19,11,0,0,103.5,0,0,22,0,7.6,2.6,0.32,Graduate
1147,1,131.0,19,38,4,5,132.8,0,0,18,0,7.6,2.6,0.32,Enrolled
1148,1,141.0,19,38,5,7,100.0,0,0,21,0,8.9,1.4,3.51,Graduate
1149,1,120.0,1,1,9,0,115.8,0,0,18,0,13.9,-0.3,0.79,Enrolled
1150,1,148.0,19,19,4,4,133.8,0,0,18,0,12.7,3.7,-1.7,Graduate
1151,1,130.0,12,19,4,5,118.5,1,0,18,0,8.9,1.4,3.51,Graduate
1152,1,145.0,37,37,9,1,150.3,0,0,19,0,15.5,2.8,-4.06,Dropout
1153,1,112.0,1,19,3,5,107.8,0,0,19,0,10.8,1.4,1.74,Enrolled
1154,1,138.0,38,1,9,4,127.5,0,0,19,0,16.2,0.3,-0.92,Enrolled
1155,1,135.0,1,37,7,7,120.5,0,0,19,0,10.8,1.4,1.74,Graduate
1156,1,118.0,1,2,10,10,117.3,0,0,19,0,8.9,1.4,3.51,Enrolled
1157,1,123.0,38,37,9,7,120.6,0,0,19,0,10.8,1.4,1.74,Dropout
1158,1,126.0,38,37,9,7,118.7,0,0,21,0,8.9,1.4,3.51,Graduate
1159,1,150.0,1,37,9,7,130.8,0,0,20,1,15.5,2.8,-4.06,Graduate
1160,1,121.0,19,19,3,9,112.6,0,0,20,0,11.1,0.6,2.02,Graduate
1161,19,133.1,37,37,9,9,117.2,0,0,41,0,7.6,2.6,0.32,Graduate
1162,40,130.0,37,37,3,3,130.0,0,0,32,0,12.4,0.5,1.79,Enrolled
1163,1,139.0,38,1,9,5,131.8,0,0,18,0,10.8,1.4,1.74,Graduate
1164,1,160.0,37,37,3,4,97.0,0,0,35,0,15.5,2.8,-4.06,Graduate
1165,1,110.0,37,37,9,9,130.0,0,0,32,0,16.2,0.3,-0.92,Dropout
1166,40,140.0,19,37,5,9,148.0,0,0,37,0,12.4,0.5,1.79,Graduate
1167,3,130.0,3,37,9,9,103.4,0,0,30,0,12.7,3.7,-1.7,Dropout
1168,1,132.0,19,19,0,0,127.1,0,1,23,0,7.6,2.6,0.32,Graduate
1169,1,139.0,3,1,2,7,124.0,0,0,20,0,15.5,2.8,-4.06,Dropout
1170,1,135.0,19,37,5,7,121.4,0,1,21,0,9.4,-0.8,-3.12,Graduate
1171,1,117.0,38,19,5,7,118.1,0,1,19,0,12.4,0.5,1.79,Graduate
1172,1,137.0,1,19,4,3,121.3,0,1,18,0,10.8,1.4,1.74,Graduate
1173,1,144.0,34,34,0,0,119.5,0,1,18,0,10.8,1.4,1.74,Dropout
1174,1,130.0,1,1,4,10,115.2,0,1,24,0,12.4,0.5,1.79,Enrolled
1175,1,140.0,1,37,9,9,130.2,0,1,22,0,12.7,3.7,-1.7,Graduate
1176,1,130.0,19,1,5,5,130.0,0,1,18,0,16.2,0.3,-0.92,Dropout
1177,1,130.0,37,37,5,6,126.9,0,0,18,0,9.4,-0.8,-3.12,Graduate
1178,1,152.0,2,1,9,1,168.5,0,1,21,1,16.2,0.3,-0.92,Graduate
1179,1,133.1,37,37,9,9,130.0,0,0,38,0,16.2,0.3,-0.92,Dropout
1180,1,140.0,38,37,9,9,122.8,0,0,19,0,12.7,3.7,-1.7,Graduate
1181,1,133.1,37,37,9,9,110.0,0,0,36,0,16.2,0.3,-0.92,Dropout
1182,1,140.0,1,1,9,9,127.1,0,0,18,0,12.7,3.7,-1.7,Graduate
1183,1,133.1,19,19,5,5,108.5,0,0,19,0,12.4,0.5,1.79,Graduate
1184,42,140.0,19,38,9,9,138.2,0,0,21,0,8.9,1.4,3.51,Dropout
1185,1,133.1,19,38,192,192,96.0,0,0,19,0,11.1,0.6,2.02,Enrolled
1186,1,135.0,19,19,9,9,124.5,0,0,18,0,16.2,0.3,-0.92,Graduate
1187,3,120.0,37,19,9,7,120.0,0,0,45,0,13.9,-0.3,0.79,Enrolled
1188,1,140.0,37,37,9,7,132.3,0,0,20,0,7.6,2.6,0.32,Dropout
1189,1,128.0,19,1,5,7,120.7,0,0,18,0,13.9,-0.3,0.79,Graduate
1190,1,141.0,1,19,4,4,132.6,0,0,18,0,11.1,0.6,2.02,Graduate
1191,3,140.0,34,34,0,0,140.0,0,0,25,0,10.8,1.4,1.74,Dropout
1192,1,139.0,1,1,4,4,124.5,0,0,19,0,10.8,1.4,1.74,Graduate
1193,1,142.0,19,19,7,7,142.0,0,0,18,0,13.9,-0.3,0.79,Graduate
1194,40,130.0,1,1,3,6,130.0,0,0,39,0,13.9,-0.3,0.79,Graduate
1195,1,130.0,38,37,9,9,144.0,0,0,29,0,15.5,2.8,-4.06,Graduate
1196,1,125.0,19,19,4,7,128.5,0,0,18,0,13.9,-0.3,0.79,Enrolled
1197,3,140.0,37,2,9,3,140.0,0,0,23,0,10.8,1.4,1.74,Dropout
1198,1,120.0,1,37,5,5,113.9,0,0,21,0,12.7,3.7,-1.7,Dropout
1199,1,147.0,1,19,4,4,137.2,0,0,18,0,10.8,1.4,1.74,Graduate
1200,40,140.0,1,19,5,5,140.0,0,0,23,0,12.4,0.5,1.79,Graduate
1201,1,161.0,1,19,4,4,152.3,0,0,18,0,11.1,0.6,2.02,Graduate
1202,19,133.1,37,37,4,8,112.5,0,0,32,0,9.4,-0.8,-3.12,Graduate
1203,1,150.0,19,37,9,7,101.0,0,0,29,0,10.8,1.4,1.74,Dropout
